County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
Allegany,New York,2,0,0,0,0.0%,42.25739788,-78.02755444,2020-03-27 21:58 EDT
Hamilton,New York,2,0,0,0,0.0%,43.66130373,-74.49733573,2020-03-27 21:58 EDT
Cayuga,New York,2,0,0,0,0.0%,42.92145204,-76.54917489,2020-03-27 21:58 EDT
Chautauqua,New York,2,0,0,0,0.0%,42.22826274,-79.36643298,2020-03-27 21:58 EDT
Fulton,New York,1,0,0,0,0.0%,43.11240266,-74.43516277,2020-03-27 21:58 EDT
Bergen,New Jersey,1505,299,6,6,0.4%,40.95949149,-74.074442,2020-03-27 21:58 EDT
Essex,New Jersey,826,217,4,4,0.5%,40.78779259,-74.24760059,2020-03-27 21:58 EDT
Middlesex,New Jersey,640,135,0,0,0.0%,40.57936,-74.50067,2020-03-27 21:58 EDT
Monmouth,New Jersey,634,133,3,3,0.5%,40.2600411,-74.22194634,2020-03-27 21:58 EDT
Hudson,New Jersey,594,153,2,2,0.3%,40.74034231,-74.07410970000002,2020-03-27 21:58 EDT
Union,New Jersey,519,87,0,0,0.0%,40.69635,-74.26957,2020-03-27 21:58 EDT
Passaic,New Jersey,484,85,7,7,1.4%,40.86034,-74.12374,2020-03-27 21:58 EDT
Ocean,New Jersey,484,95,1,1,0.2%,39.90927434,-74.2969653,2020-03-27 21:58 EDT
Morris,New Jersey,391,76,1,1,0.3%,40.86201902,-74.5442741,2020-03-27 21:58 EDT
Somerset,New Jersey,222,43,1,1,0.5%,40.49859,-74.52249,2020-03-27 21:58 EDT
Mercer,New Jersey,131,20,0,0,0.0%,40.28331911,-74.70157374,2020-03-27 21:58 EDT
Camden,New Jersey,95,22,1,1,1.1%,39.94525,-75.11913,2020-03-27 21:58 EDT
Burlington,New Jersey,88,24,0,0,0.0%,40.07687,-74.85775,2020-03-27 21:58 EDT
Sussex,New Jersey,65,16,0,0,0.0%,41.13934496,-74.69067762,2020-03-27 21:58 EDT
Hunterdon,New Jersey,52,13,0,0,0.0%,40.56725317,-74.91217921,2020-03-27 21:58 EDT
Gloucester,New Jersey,40,7,0,0,0.0%,39.71720107,-75.14164366,2020-03-27 21:58 EDT
Warren,New Jersey,38,7,0,0,0.0%,40.85732358,-74.997063,2020-03-27 21:58 EDT
Atlantic,New Jersey,14,4,0,0,0.0%,39.4806564,-74.67264306,2020-03-27 21:58 EDT
Cumberland,New Jersey,9,5,0,0,0.0%,39.37311491,-75.11061925,2020-03-27 21:58 EDT
Cape May,New Jersey,7,1,0,0,0.0%,38.93547,-74.92137,2020-03-27 21:58 EDT
Salem,New Jersey,3,1,0,0,0.0%,39.57661332,-75.35810746,2020-03-27 21:58 EDT
Los Angeles,California,1465,235,26,26,1.8%,34.053490000000004,-118.24532,2020-03-27 21:58 EDT
Santa Clara,California,574,32,20,20,3.5%,37.35579,-121.95508999999998,2020-03-27 21:58 EDT
San Diego,California,417,76,6,6,1.4%,32.71568,-117.16171,2020-03-27 21:58 EDT
Orange,California,321,65,3,3,0.9%,33.78787,-117.85071,2020-03-27 21:58 EDT
San Francisco,California,279,56,3,3,1.1%,37.77712,-122.41964,2020-03-27 21:58 EDT
San Mateo,California,239,44,6,6,2.5%,37.54704,-122.31485,2020-03-27 21:58 EDT
Alameda,California,220,42,4,4,1.8%,37.76683,-122.2453,2020-03-27 21:58 EDT
Riverside,California,183,78,8,8,4.4%,33.98171,-117.37404,2020-03-27 21:58 EDT
Sacramento,California,164,51,6,6,3.7%,38.57944000000001,-121.49085,2020-03-27 21:58 EDT
Contra Costa,California,147,16,1,1,0.7%,37.91793732,-121.9259354,2020-03-27 21:58 EDT
San Joaquin,California,90,7,3,3,3.3%,37.93479557,-121.2713112,2020-03-27 21:58 EDT
Marin,California,68,3,1,1,1.5%,38.07188727,-122.7195348,2020-03-27 21:58 EDT
San Bernardino,California,64,10,3,3,4.7%,34.10524,-117.29412,2020-03-27 21:58 EDT
Ventura,California,61,0,1,1,1.6%,34.28082,-119.29232,2020-03-27 21:58 EDT
San Luis Obispo,California,59,5,0,0,0.0%,35.28579000000001,-120.66275,2020-03-27 21:58 EDT
Sonoma,California,50,6,1,1,2.0%,38.29188,-122.45728,2020-03-27 21:58 EDT
Santa Barbara,California,47,15,0,0,0.0%,34.41938,-119.69905,2020-03-27 21:58 EDT
Kern,California,41,8,1,1,2.4%,35.34281638,-118.7299395,2020-03-27 21:58 EDT
Solano,California,34,0,0,0,0.0%,38.27793363,-121.9272405,2020-03-27 21:58 EDT
Santa Cruz,California,32,0,0,0,0.0%,36.97424,-122.03098,2020-03-27 21:58 EDT
Fresno,California,31,4,0,0,0.0%,36.74084000000001,-119.78552,2020-03-27 21:58 EDT
Placer,California,30,0,1,1,3.3%,39.05913563,-120.7536328,2020-03-27 21:58 EDT
Monterey,California,24,0,1,1,4.2%,36.21714603,-121.2390196,2020-03-27 21:58 EDT
Tulare,California,20,0,0,0,0.0%,36.20649,-119.34305,2020-03-27 21:58 EDT
Stanislaus,California,17,0,0,0,0.0%,37.55932622,-120.9976619,2020-03-27 21:58 EDT
Imperial,California,17,0,0,0,0.0%,32.84748,-115.56952,2020-03-27 21:58 EDT
San Benito,California,13,1,1,1,7.7%,36.50506,-121.08332,2020-03-27 21:58 EDT
Yolo,California,13,2,1,1,7.7%,38.73431,-121.81279,2020-03-27 21:58 EDT
Humboldt,California,12,0,0,0,0.0%,40.69879803,-123.8737147,2020-03-27 21:58 EDT
Madera,California,10,0,0,0,0.0%,36.96205,-120.06399,2020-03-27 21:58 EDT
El Dorado,California,9,0,0,0,0.0%,38.68217,-120.84683,2020-03-27 21:58 EDT
Nevada,California,8,0,0,0,0.0%,39.2616,-121.0161,2020-03-27 21:58 EDT
Mono,California,6,0,0,0,0.0%,37.93749777,-118.8838882,2020-03-27 21:58 EDT
Napa,California,6,0,0,0,0.0%,38.50647693,-122.3306091,2020-03-27 21:58 EDT
Butte,California,5,0,0,0,0.0%,39.66709143,-121.600911,2020-03-27 21:58 EDT
Merced,California,4,0,0,0,0.0%,37.19187429,-120.717739,2020-03-27 21:58 EDT
Shasta,California,3,0,1,1,33.3%,40.59828,-122.49095,2020-03-27 21:58 EDT
Calaveras,California,3,0,0,0,0.0%,38.20473567,-120.5540655,2020-03-27 21:58 EDT
Siskiyou,California,3,0,0,0,0.0%,41.59256366,-122.5407772,2020-03-27 21:58 EDT
Yuba,California,3,0,0,0,0.0%,39.26918299,-121.3512653,2020-03-27 21:58 EDT
Inyo,California,3,1,0,0,0.0%,36.51106029700003,-117.41059194999997,2020-03-27 21:58 EDT
Mendocino,California,2,0,0,0,0.0%,39.44024063,-123.3912784,2020-03-27 21:58 EDT
Amador,California,2,0,0,0,0.0%,38.44606535,-120.651755,2020-03-27 21:58 EDT
Sutter,California,2,0,0,0,0.0%,39.034675390000075,-121.69484571099994,2020-03-27 21:58 EDT
King,Washington,1828,251,125,125,6.8%,47.49011813,-121.8043324,2020-03-27 21:58 EDT
Snohomish,Washington,913,135,23,23,2.5%,47.9124,-122.09306,2020-03-27 21:58 EDT
Pierce,Washington,231,45,5,5,2.2%,47.02270813,-122.1014408,2020-03-27 21:58 EDT
Whatcom,Washington,92,6,4,4,4.3%,48.82559702,-121.7174182,2020-03-27 21:58 EDT
Skagit,Washington,91,13,1,1,1.1%,48.47933023,-121.7280802,2020-03-27 21:58 EDT
Spokane,Washington,86,19,0,0,0.0%,47.65726,-117.41228,2020-03-27 21:58 EDT
Island,Washington,79,15,1,1,1.3%,48.19160936,-122.6650075,2020-03-27 21:58 EDT
Clark,Washington,76,28,6,6,7.9%,45.78187331,-122.4812785,2020-03-27 21:58 EDT
Yakima,Washington,72,6,2,2,2.8%,46.60448,-120.50721,2020-03-27 21:58 EDT
Grant,Washington,42,9,1,1,2.4%,47.19885794,-119.4525987,2020-03-27 21:58 EDT
Kitsap,Washington,42,0,0,0,0.0%,47.47496219,-122.6085325,2020-03-27 21:58 EDT
Benton,Washington,42,23,5,5,11.9%,46.24470273,-119.5147801,2020-03-27 21:58 EDT
Thurston,Washington,27,0,0,0,0.0%,46.91980578,-122.82986909999998,2020-03-27 21:58 EDT
Chelan,Washington,13,1,1,1,7.7%,47.86707169,-120.6252677,2020-03-27 21:58 EDT
Franklin,Washington,12,5,0,0,0.0%,38.55378,-91.00092,2020-03-27 21:58 EDT
Jefferson,Washington,11,0,0,0,0.0%,47.74810608,-123.6000095,2020-03-27 21:58 EDT
Kittitas,Washington,8,0,0,0,0.0%,46.98472,-120.41752,2020-03-27 21:58 EDT
Cowlitz,Washington,7,0,0,0,0.0%,46.19454048,-122.6783272,2020-03-27 21:58 EDT
Lewis,Washington,7,2,0,0,0.0%,46.57779491,-122.3929158,2020-03-27 21:58 EDT
Klickitat,Washington,7,0,0,0,0.0%,45.87640914,-120.79203970000002,2020-03-27 21:58 EDT
Clallam,Washington,5,0,0,0,0.0%,48.0493204,-123.9326675,2020-03-27 21:58 EDT
Whitman,Washington,5,0,0,0,0.0%,46.90122074,-117.5230423,2020-03-27 21:58 EDT
Adams,Washington,5,0,0,0,0.0%,31.57937,-91.29694,2020-03-27 21:58 EDT
Douglas,Washington,5,0,0,0,0.0%,47.73469002,-119.6899282,2020-03-27 21:58 EDT
Stevens,Washington,3,1,0,0,0.0%,48.39910635,-117.8493243,2020-03-27 21:58 EDT
San Juan,Washington,3,1,0,0,0.0%,48.57822862,-122.962979,2020-03-27 21:58 EDT
Mason,Washington,2,0,0,0,0.0%,38.61504,-83.80988,2020-03-27 21:58 EDT
Walla Walla,Washington,2,0,0,0,0.0%,46.07068,-118.34261,2020-03-27 21:58 EDT
Okanogan,Washington,2,1,0,0,0.0%,48.550102977000044,-119.74172458199995,2020-03-27 21:58 EDT
Grays Harbor,Washington,1,0,0,0,0.0%,47.15055235,-123.7737432,2020-03-27 21:58 EDT
Columbia,Washington,1,0,0,0,0.0%,46.29757684,-117.9078634,2020-03-27 21:58 EDT
Lincoln,Washington,1,0,0,0,0.0%,47.57305061,-118.4177041,2020-03-27 21:58 EDT
Ferry,Washington,1,0,0,0,0.0%,48.47715753700004,-118.51959742699995,2020-03-27 21:58 EDT
Skamania,Washington,1,0,0,0,0.0%,46.02566309100007,-121.91531096899996,2020-03-27 21:58 EDT
Wayne,Michigan,1810,421,37,37,2.0%,42.28515,-83.3836,2020-03-27 21:58 EDT
Oakland,Michigan,824,156,26,26,3.2%,42.74214,-83.16174000000002,2020-03-27 21:58 EDT
Macomb,Michigan,404,57,14,14,3.5%,42.69565,-82.92171,2020-03-27 21:58 EDT
Washtenaw,Michigan,150,58,3,3,2.0%,42.25322942,-83.83877634,2020-03-27 21:58 EDT
Genesee,Michigan,91,28,4,4,4.4%,43.0217016,-83.70675478,2020-03-27 21:58 EDT
Kent,Michigan,45,4,1,1,2.2%,43.03216204,-85.54929822,2020-03-27 21:58 EDT
Livingston,Michigan,31,10,1,1,3.2%,42.60291818,-83.91152404,2020-03-27 21:58 EDT
Monroe,Michigan,28,7,0,0,0.0%,41.91606,-83.3979,2020-03-27 21:58 EDT
Ingham,Michigan,26,4,1,1,3.8%,42.59709245,-84.37353421,2020-03-27 21:58 EDT
Other,Michigan,22,9,0,0,0.0%,43.84669950000002,-85.98375,2020-03-27 21:58 EDT
Ottawa,Michigan,21,3,0,0,0.0%,42.96071229,-85.99516567,2020-03-27 21:58 EDT
Berrien,Michigan,18,7,0,0,0.0%,41.95468698,-86.41222292,2020-03-27 21:58 EDT
Jackson,Michigan,16,0,0,0,0.0%,42.24848235,-84.42344983,2020-03-27 21:58 EDT
St. Clair,Michigan,15,2,0,0,0.0%,42.83189,-82.50220999999998,2020-03-27 21:58 EDT
Saginaw,Michigan,14,4,0,0,0.0%,43.33502489,-84.05317757,2020-03-27 21:58 EDT
Kalamazoo,Michigan,11,1,0,0,0.0%,42.24543721,-85.53116967,2020-03-27 21:58 EDT
Calhoun,Michigan,9,2,0,0,0.0%,42.24653649,-85.00558363,2020-03-27 21:58 EDT
Clinton,Michigan,8,1,0,0,0.0%,42.94365426,-84.60151416,2020-03-27 21:58 EDT
Eaton,Michigan,8,4,0,0,0.0%,42.59607493,-84.83832067,2020-03-27 21:58 EDT
Midland,Michigan,8,2,0,0,0.0%,43.6468649,-84.38811027,2020-03-27 21:58 EDT
Out of State,Michigan,8,1,0,0,0.0%,42.89788595,-86.21104527,2020-03-27 21:58 EDT
Lenawee,Michigan,8,3,0,0,0.0%,41.895081617000066,-84.06637217799994,2020-03-27 21:58 EDT
Otsego,Michigan,7,0,0,0,0.0%,42.4606,-85.6964,2020-03-27 21:58 EDT
Muskegon,Michigan,6,3,2,2,33.3%,43.29120706,-86.15200005,2020-03-27 21:58 EDT
Hillsdale,Michigan,6,1,0,0,0.0%,41.88776412,-84.59292627,2020-03-27 21:58 EDT
Bay,Michigan,4,0,0,0,0.0%,43.70732889,-83.99203709,2020-03-27 21:58 EDT
Charlevoix,Michigan,4,0,0,0,0.0%,45.31653,-85.26071999999998,2020-03-27 21:58 EDT
Kalkaska,Michigan,4,2,0,0,0.0%,44.68468247,-85.09024392,2020-03-27 21:58 EDT
Lapeer,Michigan,4,1,0,0,0.0%,43.09013207,-83.22178574,2020-03-27 21:58 EDT
Isabella,Michigan,4,1,0,0,0.0%,43.64058966,-84.84678576,2020-03-27 21:58 EDT
Montcalm,Michigan,3,0,0,0,0.0%,43.31095473,-85.1525018,2020-03-27 21:58 EDT
Emmet,Michigan,3,1,0,0,0.0%,45.52025096,-84.89032852,2020-03-27 21:58 EDT
Grand Traverse,Michigan,3,0,0,0,0.0%,44.66867927,-85.56047625,2020-03-27 21:58 EDT
Van Buren,Michigan,3,1,0,0,0.0%,42.25130725700007,-86.01888992499994,2020-03-27 21:58 EDT
Tuscola,Michigan,2,0,1,1,50.0%,43.46412684,-83.41682258,2020-03-27 21:58 EDT
Gladwin,Michigan,2,0,0,0,0.0%,43.9906941,-84.38823148,2020-03-27 21:58 EDT
Sanilac,Michigan,2,1,0,0,0.0%,43.423566160000064,-82.82012594799994,2020-03-27 21:58 EDT
Ionia,Michigan,2,0,0,0,0.0%,42.94508874900004,-85.07458580199994,2020-03-27 21:58 EDT
Shiawassee,Michigan,2,1,0,0,0.0%,42.953737445000066,-84.14674301399998,2020-03-27 21:58 EDT
Leelanau,Michigan,1,0,0,0,0.0%,44.93849073,-85.81182341,2020-03-27 21:58 EDT
Barry,Michigan,1,0,0,0,0.0%,42.59502105,-85.30897251,2020-03-27 21:58 EDT
Wexford,Michigan,1,0,0,0,0.0%,44.33836176,-85.57838222,2020-03-27 21:58 EDT
Clare,Michigan,1,0,0,0,0.0%,43.9878737,-84.84783104,2020-03-27 21:58 EDT
Allegan,Michigan,1,0,0,0,0.0%,42.5912512,-85.88819122,2020-03-27 21:58 EDT
Roscommon,Michigan,1,0,0,0,0.0%,44.33561169,-84.61161259999999,2020-03-27 21:58 EDT
Chippewa,Michigan,1,0,0,0,0.0%,46.30381924,-84.59406579,2020-03-27 21:58 EDT
Newaygo,Michigan,1,0,0,0,0.0%,43.55418492,-85.80088959,2020-03-27 21:58 EDT
Manistee,Michigan,1,0,0,0,0.0%,44.33296585,-86.056664,2020-03-27 21:58 EDT
Marquette,Michigan,1,0,0,0,0.0%,46.43125285,-87.64159342,2020-03-27 21:58 EDT
Iosco,Michigan,1,0,0,0,0.0%,44.35582423300008,-83.63589798699995,2020-03-27 21:58 EDT
Oceana,Michigan,1,0,0,0,0.0%,43.64089041000005,-86.26756685699995,2020-03-27 21:58 EDT
Cass,Michigan,1,0,0,0,0.0%,41.91539284700008,-85.99345400099999,2020-03-27 21:58 EDT
Mecosta,Michigan,1,0,1,1,100.0%,43.640810722000026,-85.32462118599993,2020-03-27 21:58 EDT
Missaukee,Michigan,1,0,0,0,0.0%,44.337312897000075,-85.09467582899998,2020-03-27 21:58 EDT
Ogemaw,Michigan,1,0,0,0,0.0%,44.33494161000005,-84.12642460699999,2020-03-27 21:58 EDT
Huron,Michigan,1,1,0,0,0.0%,43.83330683800006,-83.01889316399995,2020-03-27 21:58 EDT
Crawford,Michigan,1,1,0,0,0.0%,44.683617922000046,-84.61032167299999,2020-03-27 21:58 EDT
Dickson,Michigan,1,1,0,0,0.0%,36.14906098000007,-87.35659704599999,2020-03-27 21:58 EDT
Gogebic,Michigan,1,1,1,1,100.0%,46.40892793400008,-89.69451128099995,2020-03-27 21:58 EDT
Gratiot,Michigan,1,1,0,0,0.0%,43.29271634600008,-84.60489269099999,2020-03-27 21:58 EDT
Middlesex,Massachusetts,685,147,5,5,0.7%,42.48559407,-71.3917913,2020-03-27 21:58 EDT
Suffolk,Massachusetts,631,183,2,2,0.3%,42.33189157,-71.07537429,2020-03-27 21:58 EDT
Norfolk,Massachusetts,393,101,6,6,1.5%,42.11941,-71.33083,2020-03-27 21:58 EDT
Essex,Massachusetts,350,103,2,2,0.6%,42.63251,-70.78113,2020-03-27 21:58 EDT
Worcester,Massachusetts,219,53,3,3,1.4%,42.26341,-71.80219,2020-03-27 21:58 EDT
Plymouth,Massachusetts,187,49,0,0,0.0%,41.92808,-70.6568,2020-03-27 21:58 EDT
Bristol,Massachusetts,129,39,1,1,0.8%,41.79836956,-71.11428121,2020-03-27 21:58 EDT
Berkshire,Massachusetts,105,32,2,2,1.9%,42.51105,-73.19426,2020-03-27 21:58 EDT
Barnstable,Massachusetts,100,33,2,2,2.0%,41.70194,-70.30442,2020-03-27 21:58 EDT
Hampden,Massachusetts,90,35,1,1,1.1%,42.064613,-72.422,2020-03-27 21:58 EDT
Franklin,Massachusetts,24,8,2,2,8.3%,42.58654867,-72.59777313,2020-03-27 21:58 EDT
Hampshire,Massachusetts,20,3,0,0,0.0%,42.3402715,-72.66940388,2020-03-27 21:58 EDT
Dukes and Nantucket,Massachusetts,4,1,0,0,0.0%,42.312753,-71.30182950000003,2020-03-27 21:58 EDT
Miami-Dade,Florida,869,215,1,1,0.1%,25.61418208,-80.5679083,2020-03-27 21:58 EDT
Broward,Florida,631,126,5,5,0.8%,26.15224542,-80.48705340000002,2020-03-27 21:58 EDT
Palm Beach,Florida,241,67,3,3,1.2%,26.70288,-80.03661,2020-03-27 21:58 EDT
Hillsborough,Florida,174,23,1,1,0.6%,27.93023096,-82.30785534,2020-03-27 21:58 EDT
Orange,Florida,174,55,4,4,2.3%,41.33141,-74.35667,2020-03-27 21:58 EDT
Duval,Florida,99,17,3,3,3.0%,30.47844000000001,-81.62557,2020-03-27 21:58 EDT
Lee,Florida,95,29,4,4,4.2%,26.57965162,-81.82468531,2020-03-27 21:58 EDT
Collier,Florida,85,18,0,0,0.0%,26.11625563,-81.34013334,2020-03-27 21:58 EDT
Pinellas,Florida,82,17,1,1,1.2%,27.9313392,-82.72194025,2020-03-27 21:58 EDT
Alachua,Florida,60,7,0,0,0.0%,29.79309000000001,-82.49428,2020-03-27 21:58 EDT
Osceola,Florida,56,11,0,0,0.0%,28.06812578,-81.14519655,2020-03-27 21:58 EDT
Seminole,Florida,54,14,0,0,0.0%,28.71700144,-81.23632262,2020-03-27 21:58 EDT
Volusia,Florida,43,9,0,0,0.0%,29.16934,-81.52251,2020-03-27 21:58 EDT
Sarasota,Florida,43,9,2,2,4.7%,27.33889000000001,-82.53886999999997,2020-03-27 21:58 EDT
St. Johns,Florida,42,6,1,1,2.4%,30.12051,-81.62536,2020-03-27 21:58 EDT
Lake,Florida,32,6,0,0,0.0%,28.76261973,-81.71155351,2020-03-27 21:58 EDT
Manatee,Florida,29,4,1,1,3.4%,27.49643,-82.53954,2020-03-27 21:58 EDT
Sumter,Florida,29,5,0,0,0.0%,28.70474449,-82.0809939,2020-03-27 21:58 EDT
Escambia,Florida,28,8,0,0,0.0%,30.70048478,-87.37722154,2020-03-27 21:58 EDT
Polk,Florida,28,8,0,0,0.0%,27.94887824,-81.69776009,2020-03-27 21:58 EDT
Okaloosa,Florida,25,3,0,0,0.0%,30.70702353,-86.59650821,2020-03-27 21:58 EDT
Pasco,Florida,25,4,1,1,4.0%,28.32453,-82.33624,2020-03-27 21:58 EDT
Clay,Florida,22,2,4,4,18.2%,29.98305516,-81.85778209,2020-03-27 21:58 EDT
Brevard,Florida,20,6,0,0,0.0%,28.29348419,-80.73235631,2020-03-27 21:58 EDT
Monroe,Florida,19,5,0,0,0.0%,39.49217,-91.78738,2020-03-27 21:58 EDT
Martin,Florida,17,6,0,0,0.0%,27.08809728,-80.38317334,2020-03-27 21:58 EDT
St. Lucie,Florida,17,6,1,1,5.9%,27.48948,-80.33977,2020-03-27 21:58 EDT
Leon,Florida,15,2,0,0,0.0%,30.45796803,-84.27794359,2020-03-27 21:58 EDT
Indian River,Florida,15,1,0,0,0.0%,27.694396500000003,-80.60612987,2020-03-27 21:58 EDT
Walton,Florida,14,1,0,0,0.0%,30.65939599,-86.16268062,2020-03-27 21:58 EDT
Santa Rosa,Florida,13,2,1,1,7.7%,30.73147611,-87.01761385,2020-03-27 21:58 EDT
Hernando,Florida,12,3,0,0,0.0%,28.55250381,-82.41938996,2020-03-27 21:58 EDT
Putnam,Florida,12,0,0,0,0.0%,29.61129946,-81.74554066,2020-03-27 21:58 EDT
Flagler,Florida,12,4,0,0,0.0%,29.46142050000001,-81.31356058,2020-03-27 21:58 EDT
Citrus,Florida,11,0,1,1,9.1%,28.8507789,-82.46594866,2020-03-27 21:58 EDT
Marion,Florida,9,4,0,0,0.0%,29.21018701,-82.05662511,2020-03-27 21:58 EDT
Charlotte,Florida,8,4,0,0,0.0%,26.90848328,-81.90343918,2020-03-27 21:58 EDT
Baker,Florida,7,2,0,0,0.0%,30.3310297,-82.28459751,2020-03-27 21:58 EDT
Nassau,Florida,6,1,0,0,0.0%,30.61077673,-81.80173997,2020-03-27 21:58 EDT
Highlands,Florida,6,1,1,1,16.7%,27.34332999,-81.34112609,2020-03-27 21:58 EDT
Desoto,Florida,6,1,0,0,0.0%,27.18625815,-81.80950056,2020-03-27 21:58 EDT
Bay,Florida,4,1,0,0,0.0%,30.27874147,-85.61547985,2020-03-27 21:58 EDT
Columbia,Florida,3,0,0,0,0.0%,30.22449371,-82.62153926,2020-03-27 21:58 EDT
Gadsden,Florida,1,0,0,0,0.0%,30.57948492,-84.61351742,2020-03-27 21:58 EDT
Jackson,Florida,1,0,0,0,0.0%,30.79572970000001,-85.21834956,2020-03-27 21:58 EDT
Bradford,Florida,1,0,0,0,0.0%,29.94996425,-82.16878035,2020-03-27 21:58 EDT
Washington,Florida,1,0,0,0,0.0%,30.61052577900005,-85.66522117099998,2020-03-27 21:58 EDT
Suwannee,Florida,1,1,0,0,0.0%,30.19558189000003,-82.991493517,2020-03-27 21:58 EDT
Levy,Florida,1,1,0,0,0.0%,29.31971280400007,-82.74264885299993,2020-03-27 21:58 EDT
Cook,Illinois,2239,335,20,20,0.9%,41.84014932,-87.81682325,2020-03-27 21:58 EDT
Lake,Illinois,230,45,0,0,0.0%,42.32327645,-88.00353452,2020-03-27 21:58 EDT
